Date,Download,Total,Monthly
2020-10-01T09:00:00,1703,1621929,1703
2020-10-02T09:00:00,1820,1623749,3523
2020-10-03T09:00:00,2709,1626458,6232
2020-10-04T09:00:00,2973,1629431,9205
2020-10-05T09:00:00,2326,1631757,11531
2020-10-06T09:00:00,2205,1633962,13736
2020-10-07T09:00:00,2142,1636104,15878
2020-10-08T09:00:00,1524,1637628,17402
2020-10-09T09:00:00,1844,1639472,19246
2020-10-10T09:00:00,2187,1641659,21433
2020-10-11T09:00:00,2005,1643664,23438
2020-10-12T09:00:00,1656,1645320,25094
2020-10-13T09:00:00,1265,1646585,26359
2020-10-14T09:00:00,1130,1647715,27489
2020-10-15T09:00:00,1338,1649053,28827
2020-10-16T09:00:00,1461,1650514,30288
2020-10-17T09:00:00,1654,1652168,31942
2020-10-18T09:00:00,1506,1653674,33448
2020-10-19T09:00:00,1421,1655095,34869
2020-10-20T09:00:00,1497,1656592,36366
2020-10-21T09:00:00,1465,1658057,37831
2020-10-22T09:00:00,1542,1659599,39373
2020-10-23T09:00:00,1559,1661158,40932
2020-10-24T09:00:00,1928,1663086,42860
2020-10-25T09:00:00,1959,1665045,44819
2020-10-26T09:00:00,1699,1666744,46518
2020-10-27T09:00:00,1605,1668349,48123
2020-10-28T09:00:00,1482,1669831,49605
2020-10-29T09:00:00,1472,1671303,51077
2020-10-30T09:00:00,1387,1672690,52464
2020-10-31T09:00:00,1653,1674343,54117
