Date,Download,Total,Monthly
2020-11-01T09:00:00,1670,1676013,1670
2020-11-02T09:00:00,1371,1677384,3041
2020-11-03T09:00:00,1593,1678977,4634
2020-11-04T09:00:00,1503,1680480,6137
2020-11-05T09:00:00,1422,1681902,7559
2020-11-06T09:00:00,1532,1683434,9091
2020-11-07T09:00:00,2024,1685458,11115
2020-11-08T09:00:00,2259,1687717,13374
2020-11-09T09:00:00,1765,1689482,15139
2020-11-10T09:00:00,1583,1691065,16722
2020-11-11T09:00:00,1410,1692475,18132
2020-11-12T09:00:00,1286,1693761,19418
2020-11-13T09:00:00,1331,1695092,20749
2020-11-14T09:00:00,1627,1696719,22376
2020-11-15T09:00:00,1692,1698411,24068
2020-11-16T09:00:00,1458,1699869,25526
2020-11-17T09:00:00,1527,1701396,27053
2020-11-18T09:00:00,1618,1703014,28671
2020-11-19T09:00:00,1613,1704627,30284
2020-11-20T09:00:00,1955,1706582,32239
2020-11-21T09:00:00,2167,1708749,34406
2020-11-22T09:00:00,2204,1710953,36610
