Date,Download,Total,Monthly
2020-06-01T09:00:00,1717,1381291,1717
2020-06-02T09:00:00,1762,1383053,3479
2020-06-03T09:00:00,1769,1384822,5248
2020-06-04T09:00:00,1749,1386571,6997
2020-06-05T09:00:00,1900,1388471,8897
2020-06-06T09:00:00,1902,1390373,10799
2020-06-07T09:00:00,1992,1392365,12791
2020-06-08T09:00:00,1822,1394187,14613
2020-06-09T09:00:00,1772,1395959,16385
2020-06-10T09:00:00,1763,1397722,18148
2020-06-11T09:00:00,1665,1399387,19813
2020-06-12T09:00:00,1552,1400939,21365
2020-06-13T09:00:00,1796,1402735,23161
2020-06-14T09:00:00,1614,1404349,24775
2020-06-15T09:00:00,1526,1405875,26301
2020-06-16T09:00:00,1542,1407417,27843
2020-06-17T09:00:00,1395,1408812,29238
2020-06-18T09:00:00,1343,1410155,30581
2020-06-19T09:00:00,1378,1411533,31959
2020-06-20T09:00:00,1457,1412990,33416
2020-06-21T09:00:00,1586,1414576,35002
2020-06-22T09:00:00,1443,1416019,36445
2020-06-23T09:00:00,1425,1417444,37870
2020-06-24T09:00:00,1315,1418759,39185
2020-06-25T09:00:00,1397,1420156,40582
2020-06-26T09:00:00,1312,1421468,41894
2020-06-27T09:00:00,1478,1422946,43372
2020-06-28T09:00:00,1684,1424630,45056
2020-06-29T09:00:00,1514,1426144,46570
2020-06-30T09:00:00,1390,1427534,47960
