Date,Download,Total,Monthly
2020-07-01T09:00:00,1426,1428962,1426
2020-07-02T09:00:00,1282,1430244,2708
2020-07-03T09:00:00,1269,1431513,3977
2020-07-04T09:00:00,1261,1432774,5238
2020-07-05T09:00:00,1313,1434087,6551
2020-07-06T09:00:00,1435,1435522,7986
2020-07-07T09:00:00,1344,1436866,9330
2020-07-08T09:00:00,1305,1438171,10635
2020-07-09T09:00:00,1424,1439595,12059
2020-07-10T09:00:00,1330,1440925,13389
2020-07-11T09:00:00,1671,1442596,15060
2020-07-12T09:00:00,1657,1444253,16717
2020-07-13T09:00:00,1516,1445769,18233
2020-07-14T09:00:00,1541,1447310,19774
2020-07-15T09:00:00,1759,1449069,21533
2020-07-16T09:00:00,1706,1450775,23239
2020-07-17T09:00:00,1575,1452350,24814
2020-07-18T09:00:00,1532,1453882,26346
2020-07-19T09:00:00,1816,1455698,28162
2020-07-20T09:00:00,1551,1457249,29713
2020-07-21T09:00:00,1631,1458880,31344
2020-07-22T09:00:00,1691,1460571,33035
2020-07-23T09:00:00,1613,1462184,34648
2020-07-24T09:00:00,1501,1463685,36149
2020-07-25T09:00:00,1791,1465476,37940
2020-07-26T09:00:00,2669,1468145,40609
2020-07-27T09:00:00,2523,1470668,43132
2020-07-28T09:00:00,2882,1473550,46014
2020-07-29T09:00:00,2328,1475878,48342
2020-07-30T09:00:00,2668,1478546,51010
2020-07-31T09:00:00,2202,1480748,53212
