Date,Download,Total,Monthly
2019-11-01T09:00:00,2212,541907,2212
2019-11-02T09:00:00,2989,544896,5201
2019-11-03T09:00:00,2892,547788,8093
2019-11-04T09:00:00,1892,549680,9985
2019-11-05T09:00:00,2037,551717,12022
2019-11-06T09:00:00,2030,553747,14052
2019-11-07T09:00:00,1904,555651,15956
2019-11-08T09:00:00,2062,557713,18018
2019-11-09T09:00:00,3201,560914,21219
2019-11-10T09:00:00,3403,564317,24622
2019-11-11T09:00:00,2531,566848,27153
2019-11-12T09:00:00,3279,570127,30432
2019-11-13T09:00:00,3237,573364,33669
2019-11-14T09:00:00,3174,576538,36843
2019-11-15T09:00:00,3454,579992,40297
2019-11-16T09:00:00,6015,586007,46312
2019-11-17T09:00:00,6709,592716,53021
2019-11-18T09:00:00,3760,596476,56781
2019-11-19T09:00:00,3450,599926,60231
2019-11-20T09:00:00,3202,603128,63433
2019-11-21T09:00:00,3040,606168,66473
2019-11-22T09:00:00,3487,609655,69960
2019-11-23T09:00:00,5737,615392,75697
2019-11-24T09:00:00,6668,622060,82365
2019-11-25T09:00:00,1901,623961,84266
2019-11-26T09:00:00,4130,628091,88396
2019-11-27T09:00:00,3925,632016,92321
2019-11-28T09:00:00,3785,635801,96106
2019-11-29T09:00:00,3868,639669,99974
2019-11-30T09:00:00,4799,644468,104773
