Date,Download,Total,Monthly
2019-09-01T09:00:00,4458,328882,4458
2019-09-02T09:00:00,4520,333402,8978
2019-09-03T09:00:00,3277,336679,12255
2019-09-04T09:00:00,2837,339516,15092
2019-09-05T09:00:00,2746,342262,17838
2019-09-06T09:00:00,3042,345304,20880
2019-09-07T09:00:00,4158,349462,25038
2019-09-08T09:00:00,4174,353636,29212
2019-09-09T09:00:00,2818,356454,32030
2019-09-10T09:00:00,2409,358863,34439
2019-09-11T09:00:00,2341,361204,36780
2019-09-12T09:00:00,2319,363523,39099
2019-09-13T09:00:00,2527,366050,41626
2019-09-14T09:00:00,3764,369814,45390
2019-09-15T09:00:00,2982,372796,48372
2019-09-16T09:00:00,3845,376641,52217
2019-09-17T09:00:00,2649,379290,54866
2019-09-18T09:00:00,2586,381876,57452
2019-09-19T09:00:00,2369,384245,59821
2019-09-20T09:00:00,2632,386877,62453
2019-09-21T09:00:00,2570,389447,65023
2019-09-22T09:00:00,1528,390975,66551
2019-09-23T09:00:00,4003,394978,70554
2019-09-24T09:00:00,3814,398792,74368
2019-09-25T09:00:00,3458,402250,77826
2019-09-26T09:00:00,2961,405211,80787
2019-09-27T09:00:00,5925,411136,86712
2019-09-28T09:00:00,5949,417085,92661
2019-09-29T09:00:00,1977,419062,94638
2019-09-30T09:00:00,2164,421226,96802
