Date,Download,Total,Monthly
2019-08-01T09:00:00,2079,202451,2079
2019-08-02T09:00:00,1873,204324,3952
2019-08-03T09:00:00,2317,206641,6269
2019-08-04T09:00:00,2299,208940,8568
2019-08-05T09:00:00,2420,211360,10988
2019-08-06T09:00:00,2680,214040,13668
2019-08-07T09:00:00,2528,216568,16196
2019-08-08T09:00:00,2636,219204,18832
2019-08-09T09:00:00,4464,223668,23296
2019-08-10T09:00:00,6339,230007,29635
2019-08-11T09:00:00,5384,235391,35019
2019-08-12T09:00:00,5424,240815,40443
2019-08-13T09:00:00,4183,244998,44626
2019-08-14T09:00:00,3973,248971,48599
2019-08-15T09:00:00,3666,252637,52265
2019-08-16T09:00:00,4031,256668,56296
2019-08-17T09:00:00,5477,262145,61773
2019-08-18T09:00:00,4977,267122,66750
2019-08-19T09:00:00,4572,271694,71322
2019-08-20T09:00:00,4484,276178,75806
2019-08-21T09:00:00,4397,280575,80203
2019-08-22T09:00:00,3785,284360,83988
2019-08-23T09:00:00,3929,288289,87917
2019-08-24T09:00:00,5128,293417,93045
2019-08-25T09:00:00,4458,297875,97503
2019-08-26T09:00:00,4833,302708,102336
2019-08-27T09:00:00,3562,306270,105898
2019-08-28T09:00:00,3459,309729,109357
2019-08-29T09:00:00,4828,314557,114185
2019-08-30T09:00:00,4855,319412,119040
2019-08-31T09:00:00,5001,324413,124041
