Date,Download,Total,Monthly
2019-03-01T09:00:00,813,52554,813
2019-03-02T09:00:00,1537,54091,2350
2019-03-03T09:00:00,877,54968,3227
2019-03-04T09:00:00,623,55591,3850
2019-03-05T09:00:00,741,56332,4591
2019-03-06T09:00:00,1131,57463,5722
2019-03-07T09:00:00,700,58163,6422
2019-03-08T09:00:00,614,58777,7036
2019-03-09T09:00:00,640,59417,7676
2019-03-10T09:00:00,567,59984,8243
2019-03-11T09:00:00,427,60411,8670
2019-03-12T09:00:00,469,60880,9139
2019-03-13T09:00:00,385,61265,9524
2019-03-14T09:00:00,386,61651,9910
2019-03-15T09:00:00,424,62075,10334
2019-03-16T09:00:00,1240,63315,11574
2019-03-17T09:00:00,1004,64319,12578
2019-03-18T09:00:00,1004,64319,13582
2019-03-19T09:00:00,513,65683,14095
2019-03-20T09:00:00,447,66130,14542
2019-03-21T09:00:00,379,66509,14921
2019-03-22T09:00:00,552,67061,15473
2019-03-23T09:00:00,1111,68172,16584
2019-03-24T09:00:00,1080,69252,17664
2019-03-25T09:00:00,621,69873,18285
2019-03-26T09:00:00,476,70349,18761
2019-03-27T09:00:00,772,71121,19533
2019-03-28T09:00:00,529,71650,20062
2019-03-29T09:00:00,564,72214,20626
2019-03-30T09:00:00,761,72975,21387
2019-03-31T09:00:00,636,73611,22023
