Date,Download,Total,Monthly
2020-09-01T09:00:00,2016,1561791,2016
2020-09-02T09:00:00,2062,1563853,4078
2020-09-03T09:00:00,1921,1565774,5999
2020-09-04T09:00:00,1900,1567674,7899
2020-09-05T09:00:00,2406,1570080,10305
2020-09-06T09:00:00,2537,1572617,12842
2020-09-07T09:00:00,2426,1575043,15268
2020-09-08T09:00:00,2104,1577147,17372
2020-09-09T09:00:00,1992,1579139,19364
2020-09-10T09:00:00,1837,1580976,21201
2020-09-11T09:00:00,1971,1582947,23172
2020-09-12T09:00:00,2493,1585440,25665
2020-09-13T09:00:00,2608,1588048,28273
2020-09-14T09:00:00,1938,1589986,30211
2020-09-15T09:00:00,1833,1591819,32044
2020-09-16T09:00:00,1881,1593700,33925
2020-09-17T09:00:00,1752,1595452,35677
2020-09-18T09:00:00,1844,1597296,37521
2020-09-19T09:00:00,2214,1599510,39735
2020-09-20T09:00:00,2241,1601751,41976
2020-09-21T09:00:00,1744,1603495,43720
2020-09-22T09:00:00,1751,1605246,45471
2020-09-23T09:00:00,1697,1606943,47168
2020-09-24T09:00:00,1729,1608672,48897
2020-09-25T09:00:00,1856,1610528,50753
2020-09-26T09:00:00,2368,1612896,53121
2020-09-27T09:00:00,2250,1615146,55371
2020-09-28T09:00:00,1828,1616974,57199
2020-09-29T09:00:00,1611,1618585,58810
2020-09-30T09:00:00,1641,1620226,60451
