Date,Download,Total,Monthly
2020-10-01T09:00:00,1552,844021,1552
2020-10-02T09:00:00,1698,845719,3250
2020-10-03T09:00:00,2297,848016,5547
2020-10-04T09:00:00,2624,850640,8171
2020-10-05T09:00:00,2154,852794,10325
2020-10-06T09:00:00,1938,854732,12263
2020-10-07T09:00:00,2000,856732,14263
2020-10-08T09:00:00,997,857729,15260
2020-10-09T09:00:00,884,858613,16144
2020-10-10T09:00:00,1196,859809,17340
2020-10-11T09:00:00,1254,861063,18594
2020-10-12T09:00:00,990,862053,19584
2020-10-13T09:00:00,830,862883,20414
2020-10-14T09:00:00,740,863623,21154
2020-10-15T09:00:00,914,864537,22068
2020-10-16T09:00:00,826,865363,22894
2020-10-17T09:00:00,1040,866403,23934
2020-10-18T09:00:00,1123,867526,25057
2020-10-19T09:00:00,886,868412,25943
2020-10-20T09:00:00,2421,870833,28364
2020-10-21T09:00:00,3791,874624,32155
2020-10-22T09:00:00,3393,878017,35548
2020-10-23T09:00:00,4442,882459,39990
2020-10-24T09:00:00,5079,887538,45069
2020-10-25T09:00:00,4530,892068,49599
2020-10-26T09:00:00,3529,895597,53128
2020-10-27T09:00:00,3542,899139,56670
2020-10-28T09:00:00,4015,903154,60685
2020-10-29T09:00:00,4271,907425,64956
2020-10-30T09:00:00,3615,911040,68571
2020-10-31T09:00:00,4183,915223,72754
