Date,Download,Total,Monthly
2019-07-01T09:00:00,106,33327,106
2019-07-02T09:00:00,117,33444,223
2019-07-03T09:00:00,102,33546,325
2019-07-04T09:00:00,138,33684,463
2019-07-05T09:00:00,149,33833,612
2019-07-06T09:00:00,121,33954,733
2019-07-07T09:00:00,117,34071,850
2019-07-08T09:00:00,92,34163,942
2019-07-09T09:00:00,81,34244,1023
2019-07-10T09:00:00,98,34342,1121
2019-07-11T09:00:00,91,34433,1212
2019-07-12T09:00:00,116,34549,1328
2019-07-13T09:00:00,123,34672,1451
2019-07-14T09:00:00,173,34845,1624
2019-07-15T09:00:00,138,34983,1762
2019-07-16T09:00:00,119,35102,1881
2019-07-17T09:00:00,128,35230,2009
2019-07-18T09:00:00,107,35337,2116
2019-07-19T09:00:00,127,35464,2243
2019-07-20T09:00:00,137,35601,2380
2019-07-21T09:00:00,219,35820,2599
2019-07-22T09:00:00,189,36009,2788
2019-07-23T09:00:00,208,36217,2996
2019-07-24T09:00:00,237,36454,3233
2019-07-25T09:00:00,198,36652,3431
2019-07-26T09:00:00,208,36860,3639
2019-07-27T09:00:00,266,37126,3905
2019-07-28T09:00:00,188,37314,4093
2019-07-29T09:00:00,230,37544,4323
2019-07-30T09:00:00,247,37791,4570
2019-07-31T09:00:00,232,38023,4802
