Date,Download,Total,Monthly
2020-08-01T09:00:00,3232,691232,3232
2020-08-02T09:00:00,3184,694416,6416
2020-08-03T09:00:00,2897,697313,9313
2020-08-04T09:00:00,3020,700333,12333
2020-08-05T09:00:00,3035,703368,15368
2020-08-06T09:00:00,3307,706675,18675
2020-08-07T09:00:00,2731,709406,21406
2020-08-08T09:00:00,3215,712621,24621
2020-08-09T09:00:00,3187,715808,27808
2020-08-10T09:00:00,1798,717606,29606
2020-08-11T09:00:00,1218,718824,30824
2020-08-12T09:00:00,2547,721371,33371
2020-08-13T09:00:00,3724,725095,37095
2020-08-14T09:00:00,3370,728465,40465
2020-08-15T09:00:00,3956,732421,44421
2020-08-16T09:00:00,3646,736067,48067
2020-08-17T09:00:00,2925,738992,50992
2020-08-18T09:00:00,2717,741709,53709
2020-08-19T09:00:00,2861,744570,56570
2020-08-20T09:00:00,3397,747967,59967
2020-08-21T09:00:00,3815,751782,63782
2020-08-22T09:00:00,3518,755300,67300
2020-08-23T09:00:00,3237,758537,70537
2020-08-24T09:00:00,2636,761173,73173
2020-08-25T09:00:00,2637,763810,75810
2020-08-26T09:00:00,3412,767222,79222
2020-08-27T09:00:00,2596,769818,81818
2020-08-28T09:00:00,2603,772421,84421
2020-08-29T09:00:00,2708,775129,87129
2020-08-30T09:00:00,2828,777957,89957
2020-08-31T09:00:00,2128,780085,92085
