Date,Download,Total,Monthly
2019-09-01T09:00:00,139,43826,139
2019-09-02T09:00:00,268,44094,407
2019-09-03T09:00:00,226,44320,633
2019-09-04T09:00:00,193,44513,826
2019-09-05T09:00:00,185,44698,1011
2019-09-06T09:00:00,215,44913,1226
2019-09-07T09:00:00,351,45264,1577
2019-09-08T09:00:00,395,45659,1972
2019-09-09T09:00:00,318,45977,2290
2019-09-10T09:00:00,252,46229,2542
2019-09-11T09:00:00,204,46433,2746
2019-09-12T09:00:00,184,46617,2930
2019-09-13T09:00:00,245,46862,3175
2019-09-14T09:00:00,317,47179,3492
2019-09-15T09:00:00,299,47478,3791
2019-09-16T09:00:00,330,47808,4121
2019-09-17T09:00:00,256,48064,4377
2019-09-18T09:00:00,230,48294,4607
2019-09-19T09:00:00,267,48561,4874
2019-09-20T09:00:00,245,48806,5119
2019-09-21T09:00:00,251,49057,5370
2019-09-22T09:00:00,114,49171,5484
2019-09-23T09:00:00,330,49501,5814
2019-09-24T09:00:00,307,49808,6121
2019-09-25T09:00:00,366,50174,6487
2019-09-26T09:00:00,232,50406,6719
2019-09-27T09:00:00,605,51011,7324
2019-09-28T09:00:00,701,51712,8025
2019-09-29T09:00:00,195,51907,8220
2019-09-30T09:00:00,233,52140,8453
