Date,Download,Total,Monthly
2020-05-01T09:00:00,5062,420569,5062
2020-05-02T09:00:00,4546,425115,9608
2020-05-03T09:00:00,4393,429508,14001
2020-05-04T09:00:00,3927,433435,17928
2020-05-05T09:00:00,4091,437526,22019
2020-05-06T09:00:00,4390,441916,26409
2020-05-07T09:00:00,3706,445622,30115
2020-05-08T09:00:00,3852,449474,33967
2020-05-09T09:00:00,3934,453408,37901
2020-05-10T09:00:00,5890,459298,43791
2020-05-11T09:00:00,5504,464802,49295
2020-05-12T09:00:00,6102,470904,55397
2020-05-13T09:00:00,3881,474785,59278
2020-05-14T09:00:00,3384,478169,62662
2020-05-15T09:00:00,4739,482908,67401
2020-05-16T09:00:00,3451,486359,70852
2020-05-17T09:00:00,3725,490084,74577
2020-05-18T09:00:00,4091,494175,78668
2020-05-19T09:00:00,6846,501021,85514
2020-05-20T09:00:00,5083,506104,90597
2020-05-21T09:00:00,3727,509831,94324
2020-05-22T09:00:00,2684,512515,97008
2020-05-23T09:00:00,2903,515418,99911
2020-05-24T09:00:00,3079,518497,102990
2020-05-25T09:00:00,3796,522293,106786
2020-05-26T09:00:00,2797,525090,109583
2020-05-27T09:00:00,3887,528977,113470
2020-05-28T09:00:00,3690,532667,117160
2020-05-29T09:00:00,2535,535202,119695
2020-05-30T09:00:00,2684,537886,122379
2020-05-31T09:00:00,2714,540600,125093
