Date,Download,Total,Monthly
2019-06-01T09:00:00,39,725,39
2019-06-02T09:00:00,34,759,73
2019-06-03T09:00:00,33,792,106
2019-06-04T09:00:00,33,825,139
2019-06-05T09:00:00,28,853,167
2019-06-06T09:00:00,25,878,192
2019-06-07T09:00:00,33,911,225
2019-06-08T09:00:00,37,948,262
2019-06-09T09:00:00,35,983,297
2019-06-10T09:00:00,27,1010,324
2019-06-11T09:00:00,23,1033,347
2019-06-12T09:00:00,31,1064,378
2019-06-13T09:00:00,29,1093,407
2019-06-14T09:00:00,22,1115,429
2019-06-15T09:00:00,26,1141,455
2019-06-16T09:00:00,24,1165,479
2019-06-17T09:00:00,27,1192,506
2019-06-18T09:00:00,27,1219,533
2019-06-19T09:00:00,23,1242,556
2019-06-20T09:00:00,28,1270,584
2019-06-21T09:00:00,18,1288,602
2019-06-22T09:00:00,19,1307,621
2019-06-23T09:00:00,28,1335,649
2019-06-24T09:00:00,16,1351,665
2019-06-25T09:00:00,22,1373,687
2019-06-26T09:00:00,21,1394,708
2019-06-27T09:00:00,16,1410,724
2019-06-28T09:00:00,13,1423,737
2019-06-29T09:00:00,59,1482,796
2019-06-30T09:00:00,73,1555,869
