Date,Download,Total,Monthly
2019-12-01T09:00:00,862,172091,862
2019-12-02T09:00:00,734,172825,1596
2019-12-03T09:00:00,694,173519,2290
2019-12-04T09:00:00,611,174130,2901
2019-12-05T09:00:00,612,174742,3513
2019-12-06T09:00:00,686,175428,4199
2019-12-07T09:00:00,864,176292,5063
2019-12-08T09:00:00,922,177214,5985
2019-12-09T09:00:00,585,177799,6570
2019-12-10T09:00:00,645,178444,7215
2019-12-11T09:00:00,779,179223,7994
2019-12-12T09:00:00,987,180210,8981
2019-12-13T09:00:00,2658,182868,11639
2019-12-14T09:00:00,3225,186093,14864
2019-12-15T09:00:00,2769,188862,17633
2019-12-16T09:00:00,2206,191068,19839
2019-12-17T09:00:00,2349,193417,22188
2019-12-18T09:00:00,2111,195528,24299
2019-12-19T09:00:00,1846,197374,26145
2019-12-20T09:00:00,1910,199284,28055
2019-12-21T09:00:00,2216,201500,30271
2019-12-22T09:00:00,2158,203658,32429
2019-12-23T09:00:00,1957,205615,34386
2019-12-24T09:00:00,1733,207348,36119
2019-12-25T09:00:00,1801,209149,37920
2019-12-26T09:00:00,2858,212007,40778
2019-12-27T09:00:00,2683,214690,43461
2019-12-28T09:00:00,2590,217280,46051
2019-12-29T09:00:00,2887,220167,48938
2019-12-30T09:00:00,2467,222634,51405
2019-12-31T09:00:00,2447,225081,53852
