Date,Download,Total,Monthly
2020-03-01T09:00:00,3815,394567,3815
2020-03-02T09:00:00,2693,397260,6508
2020-03-03T09:00:00,2743,400003,9251
2020-03-04T09:00:00,2551,402554,11802
2020-03-05T09:00:00,2941,405495,14743
2020-03-06T09:00:00,3203,408698,17946
2020-03-07T09:00:00,4526,413224,22472
2020-03-08T09:00:00,3885,417109,26357
2020-03-09T09:00:00,2673,419782,29030
2020-03-10T09:00:00,2545,422327,31575
2020-03-11T09:00:00,4272,426599,35847
2020-03-12T09:00:00,4073,430672,39920
2020-03-13T09:00:00,5581,436253,45501
2020-03-14T09:00:00,7335,443588,52836
2020-03-15T09:00:00,7678,451266,60514
2020-03-16T09:00:00,6694,457960,67208
2020-03-17T09:00:00,6581,464541,73789
2020-03-18T09:00:00,7091,471632,80880
2020-03-19T09:00:00,6617,478249,87497
2020-03-20T09:00:00,6255,484504,93752
2020-03-21T09:00:00,7043,491547,100795
2020-03-22T09:00:00,7700,499247,108495
2020-03-23T09:00:00,6323,505570,114818
2020-03-24T09:00:00,6213,511783,121031
2020-03-25T09:00:00,6193,517976,127224
2020-03-26T09:00:00,5926,523902,133150
2020-03-27T09:00:00,5650,529552,138800
2020-03-28T09:00:00,6293,535845,145093
2020-03-29T09:00:00,6141,541986,151234
2020-03-30T09:00:00,5443,547429,156677
2020-03-31T09:00:00,6914,554343,163591
