Date,Download,Total
2021-02-20T21:18:00,0,1925203
2021-02-21T21:28:16,0,1925203
2021-02-22T09:27:46,0,1925203
2021-02-22T21:29:16,0,1925203
2021-02-23T09:33:49,0,1925203
2021-02-23T21:29:41,0,1925203
2021-02-24T09:37:56,0,1925203
2021-02-24T21:29:28,0,1925203
2021-02-25T09:38:13,0,1925203
2021-02-25T21:29:37,0,1925203
2021-02-26T09:33:23,0,1925203
2021-02-26T21:29:21,0,1925203
2021-02-27T09:32:47,0,1925203
